"SRR1554536"	"SRR1554538"	"SRR1554556"	"SRR1554561"	"SRR1554566"	"SRR1554568"
"X664617"	"0"	"0"	"0"	"0"	"1"	"0"
"X664618"	"0"	"8"	"4"	"10"	"7"	"6"
"X6647"	"4372"	"9992"	"21390"	"16960"	"8710"	"5092"
"X664701"	"8"	"117"	"1"	"1"	"185"	"123"
"X664709"	"221"	"4136"	"653"	"297"	"4565"	"3785"
"X6648"	"1265"	"3948"	"5947"	"6826"	"2342"	"1688"
"X6649"	"554"	"24"	"441"	"408"	"52"	"22"
"X665"	"1655"	"18520"	"13832"	"6176"	"17214"	"12609"
"X6650"	"531"	"3016"	"1442"	"3804"	"3345"	"2735"
"X6651"	"2917"	"37180"	"17404"	"9617"	"31801"	"27454"
"X6652"	"103"	"1566"	"607"	"497"	"2052"	"1119"
"X6653"	"3312"	"14925"	"27494"	"26515"	"6970"	"7866"
"X6654"	"818"	"18225"	"5183"	"2550"	"8704"	"12869"
"X6655"	"1135"	"10850"	"5468"	"1345"	"7060"	"7304"
"X6656"	"149"	"5234"	"357"	"468"	"6102"	"4447"
"X6657"	"3310"	"12876"	"7131"	"3443"	"17479"	"16916"
"X6658"	"48"	"1276"	"60"	"14"	"2785"	"1843"
"X6659"	"485"	"132948"	"770"	"732"	"169953"	"208823"
"X666"	"477"	"1832"	"8908"	"2784"	"1159"	"963"
"X6660"	"198"	"15257"	"727"	"770"	"20496"	"24827"
"X6662"	"3582"	"9173"	"4568"	"2964"	"12994"	"12763"
"X6663"	"1051"	"604"	"12211"	"3834"	"745"	"689"
"X6664"	"88"	"177056"	"280"	"256"	"139854"	"147891"
"X6665"	"273"	"594"	"395"	"494"	"373"	"493"
"X6666"	"466"	"17331"	"2145"	"2238"	"18026"	"15700"
"X6667"	"704"	"6964"	"3847"	"1284"	"6525"	"5846"
"X6668"	"409"	"1828"	"1870"	"1801"	"1774"	"1846"
"X667"	"8460"	"42068"	"60938"	"25820"	"20270"	"20511"
"X6670"	"920"	"12038"	"3543"	"1857"	"13668"	"10777"
"X6671"	"229"	"8808"	"1306"	"524"	"4723"	"4636"
"X6672"	"388"	"193"	"445"	"161"	"229"	"136"
"X6674"	"100"	"524"	"518"	"286"	"465"	"250"
"X6675"	"440"	"2806"	"1821"	"1665"	"2295"	"1801"
"X6676"	"52"	"159"	"179"	"254"	"70"	"75"
"X6677"	"0"	"0"	"0"	"0"	"0"	"0"
"X6678"	"4036"	"12859"	"18741"	"6572"	"11981"	"7964"
"X668"	"18"	"16"	"58"	"54"	"52"	"12"
"X6683"	"641"	"14813"	"4633"	"1186"	"14342"	"11686"
"X6687"	"1673"	"7510"	"7339"	"7577"	"10467"	"7139"
"X6688"	"40"	"85"	"203"	"135"	"106"	"71"
"X6689"	"2"	"0"	"6"	"4"	"4"	"4"
"X669"	"457"	"2340"	"1602"	"925"	"2294"	"1774"
"X6690"	"0"	"0"	"0"	"0"	"3"	"0"
"X6691"	"6"	"2"	"50"	"8"	"0"	"0"
"X6692"	"5"	"42"	"18"	"44"	"57"	"42"
"X6693"	"62"	"20"	"73"	"27"	"48"	"37"
"X6694"	"0"	"0"	"0"	"0"	"0"	"0"
"X6695"	"1886"	"15811"	"28043"	"16674"	"10430"	"10448"
"X6696"	"453"	"3364"	"42520"	"3508"	"2841"	"1857"
"X6697"	"182"	"308"	"587"	"662"	"306"	"128"
"X6698"	"0"	"2"	"0"	"0"	"0"	"0"
"X6699"	"0"	"0"	"0"	"0"	"0"	"0"
"X670"	"206"	"2705"	"589"	"634"	"2894"	"2502"
"X6700"	"0"	"18"	"0"	"0"	"4"	"12"
"X6701"	"0"	"0"	"0"	"0"	"0"	"0"
"X6702"	"0"	"0"	"0"	"0"	"0"	"0"
"X6703"	"0"	"56"	"0"	"0"	"26"	"23"
"X6704"	"0"	"0"	"0"	"0"	"0"	"0"
"X6705"	"0"	"0"	"0"	"0"	"0"	"0"
"X6706"	"2"	"2"	"8"	"14"	"2"	"2"
"X6707"	"0"	"1"	"0"	"0"	"0"	"0"
"X6708"	"9"	"31"	"0"	"0"	"285"	"146"
"X6709"	"8830"	"183459"	"59174"	"100040"	"160584"	"147075"
"X671"	"5"	"15"	"4"	"0"	"38"	"1"
"X6710"	"875"	"3626"	"5876"	"10299"	"3063"	"2056"
"X6711"	"22576"	"82728"	"90041"	"94408"	"46523"	"46815"
"X6712"	"1901"	"26493"	"18277"	"49230"	"28481"	"25613"
"X6713"	"335"	"18393"	"6010"	"2039"	"16596"	"14003"
"X6714"	"617"	"14709"	"2628"	"5039"	"16035"	"12112"
"X6715"	"156"	"6249"	"1507"	"1500"	"2546"	"3256"
"X6716"	"0"	"20"	"2"	"0"	"5"	"8"
"X6717"	"7444"	"7410"	"9988"	"6187"	"4631"	"3976"
"X6718"	"0"	"0"	"2"	"0"	"0"	"0"
"X6719"	"0"	"12"	"0"	"4"	"1"	"2"
"X672"	"116"	"1857"	"650"	"173"	"3773"	"2135"
"X6720"	"2099"	"3157"	"8092"	"4039"	"7112"	"3808"
"X6721"	"2878"	"40615"	"21337"	"34388"	"37396"	"34419"
"X6722"	"934"	"5006"	"3105"	"4608"	"4948"	"5024"
"X6723"	"974"	"12215"	"2553"	"3224"	"5472"	"3847"
"X6725"	"6"	"64"	"66"	"16"	"59"	"44"
"X6726"	"4608"	"17420"	"12559"	"4940"	"16233"	"13389"
"X6727"	"4531"	"14551"	"11365"	"7232"	"14355"	"9034"
"X6728"	"314"	"1879"	"1712"	"914"	"2411"	"1650"
"X6729"	"632"	"4667"	"4052"	"1847"	"4124"	"3401"
"X673"	"60"	"2554"	"601"	"1091"	"1229"	"1696"
"X6730"	"1029"	"6173"	"6529"	"7007"	"6735"	"5002"
"X6731"	"906"	"14091"	"6423"	"3608"	"14446"	"10691"
"X6732"	"373"	"12830"	"3111"	"2742"	"9957"	"9846"
"X6733"	"1079"	"17204"	"14387"	"12910"	"14118"	"13172"
"X6734"	"786"	"3614"	"6301"	"6420"	"4445"	"2865"
"X6736"	"0"	"0"	"2"	"0"	"0"	"0"
"X6737"	"94"	"262"	"175"	"97"	"370"	"278"
"X6738"	"299"	"4174"	"1464"	"378"	"2057"	"2267"
"X6741"	"1184"	"8699"	"5858"	"4003"	"11248"	"8470"
"X6742"	"662"	"3172"	"2539"	"1718"	"3144"	"2220"
"X6744"	"2775"	"6289"	"9660"	"4209"	"5584"	"4368"
"X6745"	"1600"	"13221"	"7641"	"3859"	"8806"	"8798"
"X6746"	"1054"	"11660"	"3288"	"2212"	"9812"	"6762"
"X6747"	"1367"	"8188"	"5159"	"2198"	"5329"	"5318"
"X6748"	"874"	"3172"	"2443"	"1357"	"1451"	"1352"
"X6749"	"1296"	"20537"	"6357"	"5970"	"29958"	"17850"
"X675"	"10"	"1082"	"37"	"16"	"1634"	"1181"
"X6750"	"164"	"765"	"2153"	"2185"	"890"	"427"
"X6751"	"317"	"277"	"2497"	"3762"	"50"	"32"
"X6752"	"188"	"7381"	"1997"	"2000"	"2451"	"2822"
"X6753"	"6"	"2"	"376"	"1257"	"5"	"0"
"X6754"	"2"	"9"	"39"	"123"	"6"	"0"
"X6755"	"6"	"12"	"14"	"12"	"0"	"0"
"X6756"	"0"	"0"	"0"	"0"	"0"	"0"
"X6757"	"0"	"0"	"0"	"0"	"0"	"0"
"X6758"	"0"	"0"	"0"	"0"	"0"	"0"
"X6759"	"0"	"0"	"0"	"0"	"0"	"0"
"X676"	"14"	"15"	"32"	"8"	"2"	"14"
"X6760"	"1316"	"4560"	"4161"	"1462"	"5222"	"4670"
"X6764"	"1162"	"1680"	"2165"	"2795"	"2606"	"1812"
"X6767"	"4893"	"27789"	"19146"	"9964"	"23187"	"19919"
"X6768"	"19"	"28"	"49"	"103"	"38"	"4"
"X6769"	"47"	"382"	"54"	"17"	"649"	"268"
"X677"	"2742"	"6977"	"5043"	"3018"	"9578"	"11071"
"X6770"	"14"	"32"	"337"	"465"	"42"	"34"
"X6772"	"1340"	"3066"	"5853"	"4122"	"4021"	"2601"
"X6773"	"1173"	"9243"	"9389"	"4849"	"6005"	"6889"
"X6774"	"1580"	"5487"	"7566"	"4424"	"3051"	"2770"
"X6775"	"123"	"158"	"1718"	"2106"	"151"	"106"
"X6776"	"169"	"95"	"503"	"260"	"103"	"76"
"X677679"	"0"	"4"	"0"	"1"	"4"	"2"
"X677681"	"2"	"2"	"7"	"1"	"2"	"1"
"X6777"	"1630"	"7509"	"5708"	"5686"	"6787"	"5715"
"X677763"	"4"	"51"	"8"	"2"	"21"	"45"
"X677765"	"0"	"9"	"0"	"0"	"1"	"1"
"X677766"	"0"	"55"	"30"	"20"	"23"	"7"
"X677767"	"12"	"136"	"75"	"15"	"107"	"112"
"X677768"	"0"	"0"	"0"	"0"	"0"	"0"
"X677769"	"28"	"313"	"166"	"122"	"230"	"229"
"X677770"	"3"	"28"	"6"	"6"	"50"	"26"
"X677771"	"0"	"14"	"2"	"1"	"11"	"8"
"X677772"	"0"	"31"	"11"	"10"	"14"	"13"
"X677773"	"0"	"0"	"0"	"0"	"0"	"0"
"X677774"	"0"	"8"	"0"	"0"	"2"	"4"
"X677775"	"0"	"17"	"3"	"18"	"2"	"8"
"X677776"	"0"	"17"	"8"	"0"	"12"	"15"
"X677777"	"8"	"221"	"69"	"30"	"182"	"194"
"X677778"	"4"	"130"	"28"	"3"	"142"	"128"
"X677779"	"4"	"2"	"42"	"64"	"0"	"0"
"X677780"	"0"	"1"	"4"	"0"	"0"	"3"
"X677781"	"4"	"51"	"36"	"14"	"111"	"46"
"X677784"	"0"	"0"	"0"	"0"	"0"	"0"
"X677792"	"5"	"68"	"19"	"1"	"42"	"66"
"X677793"	"0"	"47"	"16"	"0"	"57"	"45"
"X677794"	"0"	"3"	"1"	"0"	"0"	"5"
"X677795"	"4"	"5"	"3"	"0"	"3"	"3"
"X677796"	"1"	"54"	"24"	"6"	"27"	"34"
"X677797"	"0"	"47"	"12"	"11"	"6"	"5"
"X677798"	"2"	"33"	"11"	"5"	"62"	"56"
"X677799"	"1"	"39"	"17"	"5"	"27"	"26"
"X6778"	"1068"	"695"	"3461"	"4104"	"713"	"450"
"X677800"	"1"	"20"	"14"	"3"	"6"	"13"
"X677801"	"1"	"0"	"0"	"0"	"0"	"0"
"X677802"	"0"	"8"	"8"	"10"	"11"	"19"
"X677803"	"4"	"14"	"1"	"2"	"10"	"8"
"X677804"	"0"	"0"	"0"	"0"	"0"	"0"
"X677805"	"32"	"243"	"219"	"42"	"326"	"272"
"X677806"	"0"	"43"	"14"	"0"	"21"	"29"
"X677807"	"0"	"42"	"25"	"7"	"27"	"34"
"X677808"	"0"	"7"	"4"	"0"	"14"	"9"
"X677809"	"3"	"31"	"10"	"6"	"43"	"27"
"X677810"	"5"	"124"	"8"	"2"	"230"	"154"
"X677811"	"0"	"24"	"0"	"0"	"13"	"16"
"X677812"	"1"	"67"	"12"	"5"	"65"	"49"
"X677813"	"0"	"3"	"0"	"0"	"3"	"2"
"X677814"	"0"	"10"	"8"	"7"	"28"	"13"
"X677815"	"0"	"25"	"6"	"6"	"55"	"26"
"X677816"	"0"	"0"	"0"	"0"	"0"	"0"
"X677817"	"0"	"23"	"0"	"2"	"13"	"12"
"X677818"	"0"	"0"	"0"	"0"	"1"	"0"
"X677819"	"0"	"9"	"1"	"0"	"5"	"7"
"X677820"	"0"	"0"	"0"	"0"	"0"	"0"
"X677821"	"3"	"16"	"22"	"11"	"7"	"19"
"X677822"	"25"	"289"	"211"	"75"	"187"	"256"
"X677823"	"1"	"9"	"2"	"1"	"2"	"8"
"X677824"	"0"	"0"	"0"	"0"	"0"	"0"
"X677825"	"1"	"72"	"49"	"8"	"73"	"86"
"X677826"	"2"	"14"	"14"	"12"	"24"	"34"
"X677827"	"0"	"6"	"1"	"3"	"4"	"4"
"X677828"	"0"	"52"	"24"	"2"	"35"	"56"
"X677829"	"0"	"3"	"2"	"0"	"3"	"0"
"X677830"	"0"	"2"	"1"	"0"	"3"	"3"
"X677831"	"4"	"49"	"10"	"17"	"19"	"38"
"X677832"	"16"	"84"	"30"	"7"	"30"	"56"
"X677833"	"0"	"10"	"2"	"0"	"6"	"8"
"X677834"	"1"	"25"	"8"	"0"	"23"	"15"
"X677835"	"0"	"33"	"15"	"9"	"29"	"56"
"X677836"	"0"	"8"	"1"	"1"	"2"	"6"
"X677837"	"4"	"22"	"16"	"11"	"54"	"23"
"X677838"	"20"	"126"	"71"	"23"	"80"	"135"
"X677839"	"0"	"30"	"1"	"0"	"36"	"21"
"X677840"	"0"	"3"	"0"	"0"	"0"	"0"
"X677841"	"0"	"8"	"0"	"0"	"20"	"7"
"X677842"	"7"	"10"	"5"	"0"	"22"	"8"
"X677843"	"1"	"23"	"12"	"0"	"6"	"11"
"X677844"	"2"	"4"	"28"	"7"	"14"	"17"
"X677845"	"0"	"3"	"0"	"0"	"0"	"0"
"X677846"	"0"	"1"	"0"	"0"	"0"	"1"
"X677847"	"25"	"150"	"87"	"12"	"127"	"145"
"X677848"	"0"	"15"	"5"	"0"	"10"	"11"
"X677849"	"0"	"8"	"3"	"0"	"12"	"11"
"X677850"	"0"	"10"	"2"	"1"	"13"	"26"
"X677882"	"0"	"0"	"6"	"0"	"0"	"0"
"X677885"	"0"	"12"	"14"	"7"	"17"	"18"
"X6779"	"0"	"0"	"0"	"0"	"0"	"0"
"X678"	"1305"	"2007"	"2633"	"986"	"3693"	"2438"
"X6780"	"1452"	"16055"	"9167"	"7641"	"14716"	"12586"
"X6781"	"4"	"419"	"37"	"12"	"133"	"102"
"X6782"	"883"	"13224"	"5659"	"3897"	"9781"	"9043"
"X6783"	"0"	"271"	"0"	"0"	"709"	"283"
"X6785"	"217"	"3923"	"3193"	"2453"	"3249"	"3105"
"X6786"	"1330"	"2463"	"6170"	"8505"	"3220"	"2446"
"X678655"	"298"	"762"	"1505"	"820"	"628"	"522"
"X6787"	"698"	"5032"	"1828"	"1687"	"4822"	"4221"
"X6788"	"210"	"367"	"727"	"202"	"654"	"385"
"X6789"	"429"	"5899"	"2708"	"2591"	"5339"	"4380"
"X6790"	"28"	"1023"	"172"	"109"	"1687"	"1065"
"X6791"	"4"	"122"	"8"	"10"	"135"	"142"
"X6792"	"51"	"3639"	"846"	"1992"	"1081"	"1957"
"X6793"	"210"	"1559"	"830"	"390"	"2106"	"1328"
"X6794"	"1188"	"4021"	"3321"	"5512"	"5763"	"3623"
"X6795"	"17"	"130"	"87"	"98"	"149"	"89"
"X6799"	"41"	"128"	"40"	"43"	"171"	"80"
"X680"	"0"	"3"	"2"	"0"	"10"	"0"
"X6801"	"146"	"2868"	"4073"	"968"	"1551"	"1881"
"X6804"	"1607"	"7999"	"16459"	"24435"	"5705"	"4651"
"X6809"	"331"	"2249"	"2160"	"1869"	"2487"	"2048"
"X6810"	"551"	"2210"	"2882"	"2017"	"2072"	"1460"
"X6811"	"522"	"2979"	"2212"	"1637"	"2957"	"2037"
"X6812"	"3593"	"46582"	"64603"	"113143"	"28919"	"32801"
"X6813"	"35"	"315"	"198"	"172"	"382"	"209"
"X6814"	"1234"	"2208"	"7231"	"1262"	"2418"	"1940"
"X6815"	"179"	"3266"	"1035"	"291"	"2089"	"2105"
"X6817"	"425"	"436"	"2001"	"2297"	"812"	"506"
"X6818"	"18"	"36"	"14"	"13"	"54"	"52"
"X6819"	"25"	"4"	"5"	"6"	"84"	"26"
"X682"	"15972"	"16783"	"33595"	"41497"	"20714"	"10858"
"X6820"	"22"	"4"	"20"	"62"	"6"	"4"
"X6821"	"571"	"1438"	"2039"	"1890"	"782"	"491"
"X6822"	"0"	"0"	"0"	"0"	"0"	"0"
"X6827"	"648"	"2598"	"2068"	"1024"	"1247"	"1416"
"X6829"	"2280"	"21338"	"12943"	"16477"	"18854"	"14654"
"X683"	"12"	"63"	"75"	"19"	"66"	"47"
"X6830"	"1697"	"14124"	"9455"	"12076"	"13924"	"11521"
"X6832"	"395"	"2804"	"1667"	"1110"	"2534"	"2237"
"X6833"	"493"	"1700"	"3590"	"6915"	"674"	"695"
"X6834"	"970"	"1091"	"1793"	"580"	"1328"	"735"
"X6835"	"264"	"891"	"887"	"1069"	"1250"	"631"
"X6836"	"1390"	"7848"	"7531"	"6124"	"6474"	"5016"
"X6837"	"781"	"3921"	"1840"	"1757"	"4465"	"2925"
"X6838"	"602"	"4938"	"2842"	"3030"	"5392"	"3442"
"X6839"	"133"	"683"	"660"	"570"	"915"	"580"
"X684"	"1217"	"76"	"904"	"297"	"85"	"18"
"X6840"	"500"	"6714"	"869"	"808"	"9262"	"7922"
"X6843"	"397"	"1010"	"7812"	"9621"	"1246"	"1173"
"X6844"	"5477"	"26809"	"50509"	"56664"	"12206"	"16405"
"X6845"	"2"	"27"	"42"	"18"	"22"	"22"
"X6846"	"6"	"0"	"0"	"0"	"0"	"0"
"X6847"	"0"	"0"	"0"	"2"	"12"	"4"
"X684959"	"22"	"204"	"93"	"26"	"152"	"218"
"X685"	"3"	"0"	"26"	"52"	"39"	"10"
"X6850"	"26"	"159"	"177"	"59"	"188"	"105"
"X6853"	"2248"	"5166"	"27597"	"55912"	"2112"	"2353"
"X6854"	"1272"	"4053"	"29144"	"30606"	"2033"	"1827"
"X6855"	"2760"	"14148"	"61095"	"81900"	"11680"	"8727"
"X6856"	"1449"	"2941"	"7313"	"392"	"2346"	"2232"
"X6857"	"2243"	"43572"	"84289"	"78735"	"28501"	"35873"
"X686"	"150"	"602"	"733"	"313"	"383"	"311"
"X6860"	"454"	"48694"	"14156"	"10934"	"20434"	"10086"
"X6861"	"760"	"6090"	"7477"	"13536"	"4147"	"3849"
"X6862"	"0"	"0"	"2"	"0"	"0"	"0"
"X6863"	"28"	"255"	"961"	"771"	"233"	"291"
"X6865"	"10"	"49"	"75"	"117"	"15"	"40"
"X6866"	"48"	"50"	"386"	"322"	"12"	"24"
"X6867"	"3556"	"5661"	"16392"	"14499"	"3665"	"4071"
"X6868"	"337"	"4624"	"2239"	"1155"	"3046"	"3235"
"X6869"	"16"	"238"	"244"	"297"	"325"	"136"
"X687"	"1334"	"500"	"6708"	"7526"	"169"	"134"
"X6870"	"4"	"131"	"58"	"33"	"38"	"18"
"X6871"	"192"	"2667"	"1257"	"998"	"2343"	"2255"
"X6872"	"605"	"9744"	"3562"	"2101"	"7365"	"7122"
"X6873"	"249"	"5598"	"2031"	"1029"	"5502"	"5209"
"X6874"	"276"	"4365"	"1285"	"1046"	"3657"	"3762"
"X6875"	"41"	"162"	"713"	"889"	"204"	"143"
"X6876"	"5689"	"939"	"1994"	"1951"	"954"	"283"
"X6877"	"57"	"1767"	"558"	"302"	"2122"	"1728"
"X6878"	"966"	"5849"	"4856"	"8618"	"6232"	"4953"
"X6879"	"1266"	"14964"	"7355"	"4354"	"15129"	"10951"
"X688"	"81"	"365"	"137"	"161"	"154"	"257"
"X6880"	"765"	"5088"	"4015"	"2560"	"4128"	"4265"
"X6881"	"615"	"853"	"1239"	"1163"	"1374"	"821"
"X6882"	"403"	"4126"	"2004"	"1118"	"4023"	"3421"
"X6883"	"262"	"1254"	"1031"	"462"	"859"	"941"
"X6884"	"409"	"1081"	"2166"	"1191"	"1162"	"859"
"X6885"	"364"	"5872"	"3077"	"1977"	"5107"	"4649"
"X6886"	"34"	"216"	"434"	"168"	"264"	"213"
"X6887"	"4"	"284"	"16"	"8"	"31"	"42"
"X6888"	"1040"	"6281"	"7705"	"3041"	"7384"	"4276"
"X689"	"2329"	"22318"	"8430"	"4203"	"21669"	"15623"
"X6890"	"0"	"0"	"0"	"0"	"0"	"0"
"X6891"	"2"	"8"	"4"	"0"	"2"	"0"
"X6892"	"0"	"2"	"4"	"1"	"2"	"0"
"X6894"	"698"	"5162"	"4393"	"1784"	"10840"	"7538"
"X6895"	"155"	"1816"	"768"	"576"	"1920"	"1262"
"X6897"	"626"	"5925"	"3293"	"2035"	"7896"	"5503"
"X6898"	"1"	"5"	"8"	"3"	"4"	"0"
"X6899"	"10"	"82"	"46"	"104"	"53"	"79"
"X690"	"0"	"0"	"0"	"0"	"0"	"0"
"X6900"	"1400"	"16126"	"83203"	"16791"	"10828"	"10621"
"X6901"	"446"	"2180"	"1664"	"1424"	"3081"	"2225"
"X6902"	"1231"	"8580"	"4247"	"1917"	"8649"	"6179"
"X6903"	"224"	"2586"	"1871"	"1496"	"1770"	"1543"
"X6904"	"1099"	"11468"	"6676"	"7421"	"13288"	"8669"
"X6905"	"205"	"2168"	"1019"	"1002"	"1839"	"1589"
"X6906"	"0"	"0"	"0"	"0"	"0"	"0"
"X6907"	"1071"	"1675"	"1884"	"1419"	"2444"	"1583"
"X6908"	"138"	"2239"	"959"	"678"	"1717"	"1811"
"X6909"	"847"	"196"	"332"	"368"	"340"	"155"
"X6910"	"2"	"0"	"34"	"1"	"0"	"0"
"X6911"	"48"	"102"	"105"	"67"	"85"	"85"
"X6913"	"97"	"120"	"48"	"31"	"94"	"152"
"X6915"	"60"	"98"	"72"	"42"	"69"	"34"
"X6916"	"27"	"124"	"126"	"37"	"100"	"99"
"X6917"	"1459"	"6792"	"4321"	"1035"	"6295"	"4159"
"X6919"	"1365"	"3853"	"5028"	"6466"	"4747"	"2527"
"X6920"	"122"	"158"	"148"	"152"	"183"	"84"
"X692053"	"0"	"14"	"1"	"0"	"8"	"6"
"X692057"	"0"	"46"	"11"	"1"	"34"	"42"
"X692058"	"2"	"11"	"3"	"2"	"15"	"3"
"X692063"	"10"	"181"	"83"	"18"	"163"	"170"
"X692072"	"10"	"215"	"132"	"27"	"240"	"254"
"X692073"	"6"	"92"	"44"	"27"	"104"	"115"
"X692075"	"5"	"53"	"22"	"4"	"39"	"78"
"X692076"	"2"	"16"	"17"	"5"	"60"	"28"
"X692084"	"0"	"9"	"0"	"0"	"2"	"2"
"X692085"	"3"	"13"	"8"	"1"	"19"	"13"
"X692086"	"4"	"40"	"6"	"0"	"54"	"14"
"X692087"	"0"	"5"	"5"	"1"	"5"	"4"
"X692088"	"1"	"39"	"8"	"2"	"49"	"24"
"X692089"	"0"	"55"	"7"	"1"	"77"	"45"
"X692090"	"5"	"32"	"13"	"8"	"51"	"28"
"X692091"	"4"	"13"	"1"	"1"	"16"	"4"
"X692092"	"0"	"0"	"0"	"0"	"0"	"0"
"X692093"	"0"	"93"	"33"	"21"	"78"	"60"
"X692094"	"54"	"790"	"363"	"489"	"380"	"483"
"X692099"	"54"	"565"	"531"	"474"	"723"	"465"
"X6921"	"979"	"3703"	"3670"	"2935"	"2586"	"2530"
"X692106"	"5"	"39"	"6"	"1"	"57"	"40"
"X692107"	"0"	"1"	"0"	"1"	"0"	"0"
"X692108"	"3"	"27"	"0"	"3"	"24"	"16"
"X692109"	"3"	"42"	"6"	"5"	"57"	"51"
"X692110"	"1"	"4"	"0"	"0"	"1"	"2"
"X692111"	"0"	"8"	"2"	"0"	"10"	"2"
"X692148"	"0"	"18"	"8"	"19"	"19"	"8"
"X692149"	"0"	"2"	"1"	"0"	"4"	"0"
"X692157"	"4"	"13"	"7"	"2"	"7"	"19"
"X692158"	"11"	"29"	"16"	"6"	"53"	"19"
"X692195"	"0"	"15"	"2"	"2"	"7"	"7"
"X692196"	"3"	"98"	"34"	"2"	"98"	"95"
"X692197"	"0"	"44"	"6"	"2"	"54"	"50"
"X692198"	"2"	"37"	"6"	"0"	"61"	"34"
"X692199"	"0"	"0"	"0"	"0"	"0"	"0"
"X692200"	"0"	"1"	"0"	"0"	"1"	"2"
"X692201"	"0"	"0"	"0"	"0"	"0"	"0"
"X692202"	"0"	"2"	"3"	"0"	"6"	"4"
"X692203"	"0"	"18"	"7"	"3"	"36"	"17"
"X692204"	"1"	"2"	"2"	"0"	"0"	"1"
"X692205"	"26"	"88"	"79"	"37"	"133"	"96"
"X692206"	"0"	"2"	"0"	"0"	"0"	"0"
"X692207"	"0"	"19"	"1"	"0"	"8"	"16"
"X692208"	"0"	"16"	"4"	"0"	"8"	"20"
"X692209"	"0"	"1"	"0"	"0"	"0"	"0"
"X692210"	"0"	"1"	"1"	"0"	"0"	"2"
"X692211"	"0"	"34"	"9"	"0"	"50"	"28"
"X692212"	"6"	"78"	"22"	"0"	"99"	"50"
"X692213"	"3"	"88"	"31"	"26"	"61"	"71"
"X692214"	"0"	"0"	"0"	"0"	"0"	"0"
"X692215"	"2"	"3"	"9"	"1"	"2"	"0"
"X692223"	"1"	"100"	"11"	"11"	"44"	"64"
"X692224"	"0"	"0"	"0"	"0"	"0"	"1"
"X692225"	"1"	"51"	"32"	"31"	"73"	"48"
"X692226"	"0"	"0"	"0"	"0"	"1"	"0"
"X692227"	"31"	"78"	"45"	"28"	"64"	"71"
"X692229"	"0"	"1"	"2"	"0"	"1"	"1"
"X692233"	"0"	"0"	"0"	"0"	"0"	"0"
"X692234"	"0"	"6"	"1"	"0"	"3"	"6"
"X692235"	"0"	"16"	"2"	"0"	"4"	"10"
"X692247"	"5"	"101"	"25"	"25"	"239"	"220"
"X6923"	"2426"	"6696"	"5571"	"3607"	"4907"	"2761"
"X692312"	"0"	"0"	"0"	"0"	"0"	"0"
"X6924"	"487"	"7178"	"2268"	"1692"	"7043"	"5522"
"X6925"	"3031"	"75713"	"14386"	"8220"	"33350"	"43839"
"X6926"	"365"	"314"	"473"	"398"	"127"	"138"
"X6927"	"65"	"267"	"244"	"327"	"289"	"148"
"X6928"	"1"	"6"	"0"	"3"	"5"	"3"
"X6929"	"614"	"10981"	"1787"	"1673"	"20771"	"13972"
"X693120"	"0"	"0"	"0"	"0"	"0"	"2"
"X693121"	"0"	"0"	"0"	"0"	"0"	"0"
"X693122"	"3"	"44"	"7"	"10"	"14"	"13"
"X693123"	"0"	"0"	"0"	"0"	"0"	"0"
"X693124"	"0"	"0"	"0"	"0"	"0"	"0"
"X693125"	"0"	"0"	"0"	"0"	"0"	"0"
"X693126"	"0"	"0"	"0"	"0"	"0"	"0"
"X693127"	"0"	"3"	"2"	"0"	"0"	"0"
"X693128"	"0"	"0"	"0"	"0"	"0"	"0"
"X693129"	"0"	"0"	"0"	"0"	"0"	"0"
"X693130"	"0"	"12"	"3"	"0"	"6"	"7"
"X693131"	"0"	"3"	"5"	"0"	"0"	"0"
"X693132"	"0"	"0"	"0"	"0"	"0"	"0"
"X693133"	"0"	"0"	"0"	"0"	"0"	"1"
"X693134"	"0"	"1"	"0"	"0"	"0"	"0"
"X693135"	"0"	"0"	"0"	"0"	"0"	"2"
"X693136"	"0"	"0"	"0"	"0"	"0"	"0"
"X693137"	"0"	"0"	"0"	"0"	"0"	"0"
"X693138"	"0"	"7"	"2"	"0"	"6"	"6"
"X693139"	"0"	"1"	"0"	"0"	"0"	"0"
"X693140"	"0"	"7"	"1"	"0"	"2"	"0"
"X693141"	"0"	"6"	"0"	"0"	"0"	"1"
"X693142"	"0"	"0"	"0"	"0"	"0"	"0"
"X693143"	"0"	"0"	"4"	"2"	"1"	"0"
"X693144"	"0"	"0"	"0"	"0"	"2"	"0"
"X693146"	"0"	"0"	"0"	"0"	"0"	"0"
"X693147"	"0"	"2"	"0"	"0"	"0"	"0"
"X693148"	"0"	"28"	"2"	"0"	"5"	"8"
"X693149"	"0"	"1"	"0"	"0"	"0"	"0"
"X693151"	"0"	"0"	"0"	"0"	"0"	"0"
"X693152"	"2"	"0"	"0"	"0"	"0"	"0"
"X693153"	"44"	"202"	"147"	"84"	"74"	"141"
"X693154"	"0"	"0"	"1"	"1"	"1"	"2"
"X693155"	"31"	"177"	"73"	"60"	"220"	"93"
"X693156"	"0"	"2"	"0"	"2"	"0"	"2"
"X693157"	"0"	"0"	"1"	"0"	"0"	"0"
"X693158"	"0"	"52"	"45"	"29"	"62"	"69"
"X693159"	"0"	"0"	"0"	"0"	"0"	"0"
